Q 13000 F 326 H 8
d 326 g 49.17405 5.979926
u 327 g 49.17405 5.979926
f 60 g 8209279872 q 162539 200009 213560 226111 302348 302787 297188 309378 g 48.262926 0.686463
f 61 g 63502212 q 8714 9385 10011 11288 7044 14387 13881 13714 g 48.289733 2.208568
f 62 g 5418349565 q 108455 123903 142318 128903 195229 185097 189430 191630 g 49.538882 0.357161
f 63 g 3497572274 q 141921 169565 154964 182745 233455 238607 219902 228026 g 50.059429 3.136707
f 64 g 3641345841 q 91000 130000 130000 117000 183000 182000 171000 187000 g 48.934298 6.109868
f 65 g 106621630 q 5997 5997 9996 5997 11995 10329 11995 11662 g 42.361779 -3.652881
f 66 g 126576 q 0 0 0 5 17 52 62 35 g 42.40299 -8.58401
f 67 g 69488 q 0 0 0 0 0 0 0 114 g 48.08705 8.449552
f 68 g 2723604 q 0 450 175 450 450 1030 450 860 g 49.00619 12.14134
f 69 g 9893 q 0 0 0 0 0 0 0 26 g 50.22485 8.761
f 70 g 23948656 q 1499 2499 2499 3498 3831 3831 3831 3831 g 41.661258 1.20139
f 71 g 6231030 q 604 823 806 991 1226 1226 1226 1159 g 40.885391 -8.479585
f 72 g 247071435 q 6523 19236 5326 24534 7361 18155 17913 17861 g 40.875171 -8.489545
f 73 g 53849 q 0 0 0 50 0 0 50 0 g 40.546853 -3.272521
f 74 g 172773 q 41 0 41 41 41 41 0 41 g 45.153167 9.684856
f 75 g 63492 q 40 30 20 10 20 20 20 20 g 41.58253 2.17707
f 76 g 513658299 q 8133 19741 26724 23068 34225 26267 18786 32048 g 45.204349 7.890527
f 77 g 2933885 q 0 0 0 700 1100 1100 1100 900 g 45.204447 7.890509
f 78 g 6152500400 q 52057 103902 91569 90719 142690 141380 125606 137373 g 44.948978 7.837267
f 79 g 2154806 q 250 750 500 750 1000 750 750 1000 g 49.668952 6.128393
f 80 g 2042643 q 498 249 249 747 498 498 498 498 g 44.975933 7.726297
f 81 g 71998 q 0 12 25 12 25 25 25 25 g 40.76635 0.54758
f 82 g 30413159 q 0 880 4400 3520 4400 6160 5280 3520 g 45.410388 9.047433
f 83 g 270728729 q 16262 15462 9597 19195 18395 13863 18662 20794 g 47.8857 20.39686
f 84 g 334427969 q 11162 23490 12994 10329 26156 17826 22157 21824 g 50.432491 15.385969
f 85 g 928990 q 762 522 387 195 327 273 480 335 g 50.175064 14.660632
f 86 g 3005766 q 860 820 860 1200 1130 1040 1070 940 g 50.559551 15.891216
f 87 g 317669 q 50 80 50 50 80 150 80 70 g 49.539602 18.213783
f 88 g 2132065 q 550 350 850 800 650 900 550 1200 g 41.843468 1.880609
f 89 g 239198 q 35 85 10 15 75 5 30 125 g 48.872424 10.714646
f 90 g 576853 q 0 0 250 250 250 250 250 250 g 43.161331 -2.775186
f 91 g 269513792 q 8496 20491 10829 9163 22990 21658 14827 19825 g 43.212124 -3.134292
f 92 g 44873807 q 3007 3921 4657 5625 5492 5189 5923 6326 g 41.597964 -1.27167
f 93 g 295229 q 15 85 80 95 175 115 125 140 g 41.31504 2.13525
f 94 g 301904108 q 14000 19500 12000 19500 27000 14750 15500 18250 g 49.981224 19.832606
f 95 g 144802065 q 4875 14250 11250 7500 14250 10875 11625 13875 g 43.273614 -2.328341
f 96 g 3489781732 q 137455 175926 176813 177688 264268 267497 249021 263192 g 49.599548 5.07892
f 97 g 686792 q 0 0 0 0 0 0 0 1066 g 50.09933 11.38406
f 98 g 3102416 q 0 0 2549 2833 1133 849 283 566 g 46.83227 -0.476387
f 99 g 1502480 q 684 595 686 686 938 979 938 996 g 49.222515 2.126931
f 100 g 36053 q 10 7 10 15 12 12 12 12 g 46.076513 6.504295
f 101 g 40052735 q 2649 4099 3933 4650 5984 5882 5982 5651 g 46.061085 6.566854
f 102 g 173834 q 100 0 50 50 50 50 100 0 g 48.867843 7.473987
f 103 g 485381 q 0 0 504 252 252 252 252 252 g 49.865751 2.532237
f 104 g 3906838 q 537 806 756 1024 1075 940 1024 873 g 40.095552 -3.631342
f 105 g 78687 q 0 0 84 0 0 84 84 0 g 46.213922 5.554774
f 106 g 112581891 q 16993 17992 17826 17659 23990 23990 17659 24656 g 49.952413 3.472373
f 107 g 7140821 q 1650 1700 2100 2150 2600 2650 3050 2850 g 49.310981 6.134261
f 108 g 4727709 q 1074 1205 1165 1845 1885 1727 1551 1843 g 47.990294 2.670304
f 109 g 2978315 q 1250 1250 1250 1500 1750 2000 1750 1750 g 49.712538 4.709267
f 110 g 85484423 q 6575 12449 12549 14317 18288 14014 18995 18794 g 48.761892 2.119494
f 111 g 378201059 q 7565 18333 25559 27276 27424 15696 27272 28204 g 45.820381 4.987079
f 112 g 63602975 q 7708 9825 9777 13585 14797 14630 7347 14630 g 49.309107 6.132299
f 113 g 65093 q 50 0 0 0 50 0 50 0 g 48.854412 -0.568927
f 114 g 1099072 q 500 500 300 750 750 550 750 550 g 49.488108 1.730467
f 115 g 20248725 q 2328 7619 4497 4497 8938 7959 4759 7904 g 49.765378 2.918778
f 116 g 6599123404 q 112060 138302 151170 151654 214608 212745 216535 212745 g 47.757109 7.297903
f 117 g 11208655 q 1832 2998 2998 3665 3998 3665 3831 3665 g 50.396486 1.963852
f 118 g 365427 q 0 100 60 60 80 70 120 100 g 43.564924 1.391148
f 119 g 2971644 q 1565 1535 1340 0 0 0 0 0 g 43.002963 1.615866
f 120 g 113804 q 15 25 25 35 35 35 35 35 g 47.386118 6.553994
f 121 g 744776177 q 29160 38372 38836 38604 64747 51714 53633 58963 g 48.822606 6.724133
f 122 g 15462557 q 1500 3500 3000 3500 6000 7000 6000 9000 g 49.095088 2.51883
f 123 g 2300789 q 750 500 750 1000 1250 1000 1000 1250 g 49.224927 5.992237
f 124 g 3275242 q 808 1926 20 20 2424 3242 1144 403 g 49.307692 5.770578
f 125 g 25094 q 5 5 5 2 15 10 17 15 g 50.401396 2.976365
f 126 g 69397311 q 8330 5331 16660 6664 18326 16660 14660 16326 g 48.400828 5.158237
f 127 g 51848827 q 5065 8797 12530 5865 15996 13063 7464 13596 g 50.364284 3.095084
f 128 g 733665 q 100 100 100 100 150 150 200 150 g 43.493519 2.428646
f 129 g 307815 q 5 250 0 255 260 255 5 255 g 48.965 2.912378
f 130 g 56827422 q 4831 7830 7996 8330 11828 11995 11828 11995 g 48.822606 6.724133
f 131 g 2807363 q 664 743 734 862 1020 1050 1178 1007 g 46.192082 6.257391
f 132 g 6536831 q 1571 1324 2224 2316 2511 2608 2461 2363 g 46.535385 5.393475
f 133 g 5458070 q 1279 1279 1327 1611 1848 1896 1896 1848 g 45.314508 3.374814
f 134 g 131880264 q 10898 11292 11403 14243 15991 16422 17032 17401 g 47.228149 5.970147
f 135 g 596014823 q 20361 22950 32742 41358 33181 52164 31848 39144 g 47.519611 6.857354
f 136 g 6918998 q 1520 1600 1600 2160 2240 2320 2240 2400 g 48.776994 0.28857
f 137 g 104931 q 0 0 166 166 0 0 0 0 g 49.138778 0.453278
f 138 g 2925483 q 875 1125 875 1375 1250 1625 1500 1250 g 47.709265 -0.102614
f 139 g 2546007 q 500 1250 1000 1250 1500 1250 1250 1250 g 49.660428 3.054569
f 140 g 339089 q 0 250 0 0 250 0 250 0 g 48.856033 -0.886311
f 141 g 2954 q 0 0 0 0 0 0 12 0 g 49.224567 2.906611
f 142 g 1843793257 q 26734 53468 40101 53468 68268 70655 71610 70177 g 45.685038 4.831554
f 143 g 160522338 q 7750 17500 7750 18500 17500 18500 17750 19000 g 47.982917 0.182799
f 144 g 2904694720 q 51200 50400 58400 65600 88000 92800 92000 92000 g 45.775613 4.877078
f 145 g 510854 q 0 0 166 0 166 166 166 0 g 52.59643 13.32071
f 146 g 17110485 q 755 2800 3050 4600 4750 4250 5000 4500 g 40.859418 29.425066
f 147 g 2446423 q 90 345 785 825 585 595 595 635 g 40.85689 29.40885
f 148 g 2911331 q 613 0 419 709 897 912 778 887 g 40.24552 28.9277
f 149 g 695643831 q 19878 28398 28398 21298 33131 34550 30291 37390 g 47.087191 15.940853
f 150 g 25031798 q 1845 2601 2515 3942 3942 3775 3942 3942 g 43.25431 -2.48084
f 151 g 198389 q 0 82 41 82 82 82 82 82 g 47.11092 17.87655
f 152 g 3616232 q 0 504 756 1008 1008 1008 1008 1008 g 40.267707 29.065689
f 153 g 2358653 q 600 62 437 650 637 600 612 625 g 40.239338 28.934885
f 154 g 202725824 q 504 5764 14758 13451 18525 17606 15183 18023 g 40.844087 29.431263
f 155 g 54427118 q 8264 12629 11629 15678 16528 14495 15845 13645 g 41.543252 -4.660897
f 156 g 2025757 q 187 375 375 562 562 562 750 750 g 47.074297 21.837142
f 157 g 28630 q 0 0 0 0 50 0 0 50 g 50.407227 14.896925
f 158 g 32730733 q 3332 3665 3498 5497 4998 1999 4664 4165 g 49.52827 15.35287
f 159 g 719568 q 84 168 84 84 168 168 168 84 g 42.110926 -8.615792
f 160 g 868238256 q 51828 64373 64772 76818 89812 74798 76888 72090 g 49.914049 4.128676
f 161 g 13652085 q 837 1557 1804 1839 2199 2456 2451 2449 g 45.793565 24.088544
f 162 g 19278 q 0 0 10 10 25 10 0 10 g 49.904075 1.093357
f 163 g 199773583 q 9996 9996 11996 16494 21492 21242 21492 12995 g 46.266435 5.664901
f 164 g 4734394745 q 144408 197225 197225 223649 289649 302850 281811 293359 g 50.355967 3.525073
f 165 g 223810761 q 8309 11157 5935 12344 24689 17092 21840 29200 g 48.052536 -0.804125
f 166 g 109425826 q 3933 15622 6925 16620 16675 12104 16343 16315 g 47.922509 6.661784
f 167 g 111140946 q 7533 11896 12135 13714 17508 17899 17315 17766 g 49.044475 7.030215
f 168 g 40150982 q 7663 7330 7497 10495 10162 9329 9496 8330 g 48.099774 -0.726503
f 169 g 393775 q 166 166 333 333 333 166 0 166 g 48.79315 1.978573
f 170 g 652509 q 0 249 249 0 498 0 249 498 g 49.166178 -0.31575
f 171 g 8461601 q 0 0 3465 1333 1866 2932 2399 2132 g 47.448751 6.837296
f 172 g 57437 q 0 0 0 20 20 25 32 55 g 48.753928 -0.035162
f 173 g 6058731 q 1365 1696 1680 2105 2503 2503 2503 2508 g 48.190921 0.629409
f 174 g 3098487 q 699 1192 1132 1119 2119 1819 1817 2064 g 49.267451 1.786371
f 175 g 12276589280 q 380394 445647 472346 458656 640776 647308 618685 643479 g 49.214236 6.20587
f 176 g 7899058 q 999 1499 1499 1666 2332 2499 1666 2332 g 47.964406 0.198899
f 177 g 741019 q 0 0 0 691 2 691 25 666 g 48.11493 2.358547
f 178 g 6293815 q 1750 1750 2000 2250 3500 3250 3250 2750 g 45.67882 4.91713
f 179 g 1192679 q 104 187 166 228 249 208 249 208 g 53.587373 -1.724549
f 180 g 26850379 q 3276 2520 2520 1512 6636 4032 1596 4032 g 46.579224 14.734981
f 181 g 60286419 q 2251 7879 2289 7879 7879 4999 7533 7533 g 44.970691 24.92746
f 182 g 236571814 q 17500 17500 14500 17500 13000 15000 15000 12500 g 42.360371 -3.763793
f 183 g 4727 q 0 0 0 0 0 10 5 5 g 49.268543 1.783791
f 184 g 4868597604 q 66000 107800 112200 116600 162800 167200 155100 167200 g 47.473719 6.84478
f 185 g 3593366997 q 77021 88890 85922 120954 109032 93246 100182 131864 g 47.739033 7.13602
f 186 g 486323574 q 16993 7497 20491 20491 32986 30987 22990 30487 g 48.72496 18.24774
f 187 g 2503655 q 200 600 400 600 600 600 800 600 g 48.88587 17.99247
f 188 g 276892 q 16 20 212 24 220 32 220 220 g 45.74391 5.067508
f 189 g 89504 q 0 0 0 0 250 0 0 0 g 41.758698 1.89804
f 190 g 39832 q 0 16 16 0 0 0 16 0 g 44.678527 11.017327
f 191 g 249993312 q 5664 16493 9996 15993 20991 18492 16160 19825 g 49.981224 19.832606
f 192 g 3055752 q 1260 1260 1008 1512 1847 1784 2057 1826 g 48.729354 4.612319
f 193 g 41631098 q 0 0 0 0 2499 7497 11995 7996 g 49.44267 15.61306
f 194 g 9573979 q 1166 499 2332 2165 1499 1166 1166 1499 g 49.891297 19.026025
f 195 g 159532 q 0 0 0 0 0 0 250 0 g 50.283292 19.171653
f 196 g 1011286933 q 20384 37066 36186 24437 49101 45745 36592 46426 g 49.329307 14.11293
f 197 g 1061785739 q 46497 33139 22606 33392 44065 43309 37773 46469 g 48.972235 16.519337
f 198 g 1355625105 q 20605 41527 40202 40060 50209 59258 46801 57608 g 42.06081 14.756426
f 199 g 6336500 q 864 864 3844 2504 2337 2944 2777 2769 g 50.379149 3.612951
f 200 g 106240553 q 1187 6677 7196 7503 18111 8704 7166 11029 g 49.23314 19.30371
f 201 g 1250923 q 370 510 390 530 700 640 570 660 g 45.672741 5.102757
f 202 g 1202212 q 127 237 267 277 295 337 345 376 g 45.79782 21.317987
f 203 g 2756205 q 201 369 380 511 796 310 619 670 g 42.110926 -8.615792
f 204 g 47652754 q 3535 4294 4291 5052 6325 6060 5811 6073 g 48.67614 21.2337
f 205 g 8167998 q 750 250 1000 1500 1500 1250 1750 1500 g 38.336782 27.118821
f 206 g 11603985 q 1600 1350 1650 1850 1700 1800 1650 1650 g 43.555377 10.479564
f 207 g 5442891336 q 126720 163920 163820 176600 250380 234620 218650 233040 g 49.10051 6.870918
f 208 g 187686545 q 12822 17571 17571 21845 26119 25644 24219 25169 g 49.340097 6.006901
f 209 g 6553151 q 756 504 756 1008 1260 1008 1008 1008 g 44.879822 24.847842
f 210 g 177689 q 0 27 18 23 36 32 37 36 g 44.803641 24.945015
f 211 g 1873443 q 10 640 330 570 1140 700 880 690 g 47.11129 17.87449
f 212 g 262085 q 0 16 50 16 252 0 504 16 g 49.74554 13.58628
f 213 g 1510224 q 0 312 250 437 437 437 437 437 g 48.77217 17.82227
f 214 g 118609940 q 5831 12212 8013 5331 15493 7330 11328 10995 g 41.173572 -8.437903
f 215 g 1491 q 0 0 5 0 0 0 0 0 g 47.869242 1.920999
f 216 g 3403573 q 823 537 0 705 1125 907 890 1125 g 40.791165 29.531318
f 217 g 5713729 q 499 999 999 1166 1332 1332 1499 1332 g 47.779819 22.854837
f 218 g 301731025 q 7464 12530 9331 12796 25593 25593 11997 26926 g 41.816205 -6.722568
f 219 g 166851402 q 6009 11053 10839 12042 16016 9150 15287 15667 g 51.779585 -4.032831
f 220 g 3481608 q 833 833 999 1166 1332 1499 1332 833 g 48.112452 -1.18342
f 221 g 186053 q 0 0 0 0 250 0 0 0 g 46.526082 24.540368
f 222 g 3447572 q 620 850 850 950 1300 1260 1280 1270 g 41.311685 1.264009
f 223 g 294453 q 39 39 39 39 78 78 39 78 g 45.839186 23.16353
f 224 g 20887824 q 1482 3632 2199 1099 3782 4964 1482 3298 g 48.35824 17.57128
f 225 g 45276688 q 3732 4249 3999 4999 3539 7027 6322 6095 g 42.02923 -8.640179
f 226 g 1127005765 q 24750 39000 26000 39000 52000 52000 36500 48500 g 45.385058 6.270439
f 227 g 15064363 q 1150 1750 1850 1400 2300 2200 2700 2200 g 45.646636 25.520375
f 228 g 29632487 q 2499 3498 2998 4498 4998 999 4998 4998 g 49.463939 17.129751
f 229 g 611982 q 94 521 170 173 173 259 170 267 g 49.508451 0.30184
f 230 g 350584107 q 10107 12250 8061 24705 25458 15932 22970 27083 g 46.87957 19.62379
f 231 g 286008 q 0 41 41 83 83 83 83 166 g 49.17976 9.24174
f 232 g 2006658 q 640 0 250 620 520 540 510 530 g 40.713418 30.042499
f 233 g 3783814 q 840 604 839 1394 926 1162 1152 1112 g 47.97726 18.18669
f 234 g 45067105 q 2820 6177 3978 2353 8909 6442 2194 5793 g 47.86189 17.78239
f 235 g 26892908 q 2665 2998 2832 3498 3998 3998 3998 4048 g 48.04383 19.79559
f 236 g 102969 q 187 0 0 0 0 0 0 0 g 45.739874 21.268311
f 237 g 126232404 q 10995 8996 6997 14994 14994 15993 16993 15993 g 47.511622 6.860317
f 238 g 49229 q 31 10 15 20 46 20 20 10 g 49.837121 14.674923
f 239 g 46273162 q 6804 9324 8316 10080 11844 10584 11088 11592 g 49.155795 5.903943
f 240 g 1823024 q 166 166 166 0 499 333 333 499 g 44.456963 26.106667
f 241 g 791154 q 147 294 282 274 654 374 889 394 g 49.164568 1.351536
f 242 g 10285172 q 499 1499 666 666 3165 4831 4331 4998 g 50.694518 3.195766
f 243 g 24915320 q 984 2228 3663 3280 3781 4091 3697 3976 g 51.131989 16.954935
f 244 g 231957 q 5 35 30 35 50 45 45 45 g 45.621756 11.464539
f 245 g 1912048 q 323 433 430 493 699 715 648 685 g 48.03085 17.32252
f 246 g 8578931192 q 268859 333701 333983 358620 490821 480336 488261 491045 g 48.219654 3.281582
f 247 g 1330208 q 0 0 1079 266 0 0 0 1227 g 47.984935 0.177037
f 248 g 251382 q 0 0 0 168 0 84 84 84 g 49.844258 18.989692
f 249 g 5484725713 q 168032 215941 216378 240397 310255 302989 297622 323395 g 50.367085 3.088022
f 250 g 86897553 q 7075 8654 8604 10257 13343 13735 12505 13927 g 49.022295 0.417223
f 251 g 231720 q 0 266 0 0 0 0 0 266 g 48.077458 6.880288
f 252 g 58899353 q 6999 8165 8000 7334 12332 10831 9499 12165 g 49.520039 0.922223
f 253 g 470032 q 168 84 168 168 168 168 268 168 g 49.29749 16.22089
f 254 g 258036871 q 12994 10829 25989 9662 27822 21824 24823 24656 g 47.482567 6.778663
f 255 g 19953581 q 2650 2580 2930 3710 3450 3930 3900 3760 g 45.947042 4.818102
f 256 g 305889 q 250 0 0 0 250 0 250 250 g 50.650204 13.987777
f 257 g 2387 q 0 0 0 0 0 5 0 5 g 49.660213 1.929582
f 258 g 1903263 q 250 0 500 250 500 500 500 500 g 41.304264 27.969271
f 259 g 1805443 q 250 500 250 500 525 525 575 275 g 45.826796 21.284047
f 260 g 32303003 q 2375 3100 2975 3700 7350 2050 4425 4500 g 48.24819 18.30266
f 261 g 10038936 q 2284 2629 2534 3474 3426 3616 4258 4400 g 49.29288 15.07447
f 262 g 187510 q 0 0 0 0 47 94 47 142 g 45.110224 7.651091
f 263 g 40680841 q 3820 5900 3590 5950 7300 6790 7040 7060 g 45.734306 21.266807
f 264 g 95815257 q 7023 7261 8236 10055 4378 15074 3909 9001 g 43.399273 -3.843024
f 265 g 405868 q 78 148 155 156 238 214 222 242 g 51.492406 7.35904
f 266 g 14754809 q 2349 0 0 2349 2141 3316 2516 3316 g 40.178576 28.77338
f 267 g 3901441 q 500 750 750 1000 1000 1000 1000 1250 g 45.790544 21.320873
f 268 g 225560474 q 6123 3563 7061 11754 25960 11928 19965 21285 g 41.296172 27.984174
f 269 g 657518 q 166 166 166 166 166 333 333 166 g 52.06317 8.7497
f 270 g 408329 q 50 150 100 150 150 200 150 200 g 51.62621 8.3361
f 271 g 250501 q 83 83 83 83 83 124 83 83 g 50.13314 8.57248
f 272 g 62843876 q 3024 7383 7870 11096 19924 11802 6980 12474 g 48.439805 1.533652
f 273 g 1133964176 q 25633 38960 38956 38964 51943 50115 33301 42927 g 41.61821 25.37994
f 274 g 378821031 q 6398 13330 8776 12777 20948 29781 26570 32701 g 53.7533 -1.74292
f 275 g 60176805 q 8015 12698 12398 14655 17819 16731 17122 16002 g 47.55172 -0.105114
f 276 g 2338860 q 250 250 500 250 750 1250 1500 1500 g 49.852082 7.880731
f 277 g 25190 q 10 5 10 10 10 15 15 15 g 49.77531 14.67899
f 278 g 3755170 q 1025 800 1275 1300 1550 1600 1550 1775 g 49.471046 5.847846
f 279 g 38205654 q 5747 12990 7994 22984 12992 15990 18238 19236 g 49.296939 4.124215
f 280 g 36806261 q 3410 7156 1814 6098 6753 6132 6669 6669 g 45.73392 21.269931
f 281 g 3486357812 q 16200 32400 140400 108000 151200 118800 120960 155520 g 47.308302 2.05935
f 282 g 109700 q 0 16 50 16 33 16 16 16 g 39.359631 -0.449478
f 283 g 368183931 q 15498 37488 19247 37244 37491 48240 34993 42988 g 49.765376 1.974943
f 284 g 558479 q 111 132 136 161 182 211 190 215 g 46.979962 3.165244
f 285 g 391624766 q 11791 25734 37673 38331 38278 38182 34228 37401 g 49.391455 1.375038
f 286 g 246699 q 41 91 99 91 132 132 116 124 g 51.52578 7.51035
f 287 g 4059482 q 960 1020 970 1440 1580 1650 1730 1430 g 41.872669 3.121367
f 288 g 160871 q 0 50 57 65 77 72 75 85 g 47.20957 18.4293
f 289 g 151511 q 40 20 0 0 30 50 40 0 g 49.42398 19.49973
f 290 g 3255407 q 833 499 499 1332 1332 499 1332 499 g 47.290077 -2.29542
f 291 g 285592782 q 22641 30501 35067 33482 42312 43357 39707 41631 g 48.598296 5.043266
f 292 g 3191678 q 666 1166 999 1166 1499 1332 1166 1332 g 50.522608 2.831841
f 293 g 1393551326 q 51187 63984 51187 63984 78113 63984 70649 63717 g 51.161943 4.793377
f 294 g 28622173 q 3438 3458 3635 5168 4785 4411 4421 4195 g 50.796412 19.194367
f 295 g 15368695 q 2940 4200 3864 5124 5460 4788 5292 4536 g 47.461395 -0.622852
f 296 g 29207488 q 4831 4498 4664 6497 6497 5664 5997 5164 g 47.290077 -2.29542
f 297 g 282566 q 0 100 100 100 0 100 100 0 g 45.215785 7.887949
f 298 g 1227203532 q 37059 49709 49578 59818 72475 65636 62045 75272 g 49.106664 7.107469
f 299 g 6703991710 q 77968 103958 103958 103958 142942 142942 134113 137111 g 49.840978 18.271277
f 300 g 9464463 q 0 999 999 499 1999 1999 2499 2499 g 45.732576 21.262579
f 301 g 817809 q 250 250 0 500 250 500 500 500 g 50.269812 2.721452
f 302 g 6697011 q 334 1125 1543 1982 2269 2165 1683 1312 g 51.036499 16.898035
f 303 g 3298301 q 195 905 955 1100 1440 1435 1420 1445 g 47.51335 18.04789
f 304 g 6542084 q 546 2247 2121 2919 3024 2646 2898 2415 g 47.374774 19.123018
f 305 g 213579218 q 4500 9000 9000 13500 16500 19000 17500 21000 g 45.319431 11.315926
f 306 g 610699 q 100 100 50 150 200 150 100 150 g 44.561063 2.23339
f 307 g 12020980 q 1742 1652 1872 2690 2392 2347 2678 1938 g 44.412795 7.82188
f 308 g 184044 q 0 0 0 33 33 16 117 117 g 40.17732 28.81739
f 309 g 7724724 q 0 0 2500 500 2000 3000 3000 3000 g 52.41736 9.63101
f 310 g 10217041 q 0 500 500 500 500 4000 4500 2000 g 50.70984 12.46936
